,Building_ID,Building_Name,Year_Built,Total_Sqft,Building_Classification,Building_Use,Facility
47625,BL2172,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47636,BL2173,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47647,BL2174,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47658,BL2175,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47668,BL2176,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47679,BL2177,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47690,BL2178,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47701,BL2179,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47715,BL218,ST. CATHERINE'S ELEMENTARY,1956.0,51642.0,Institutional,PUBLIC SCHOOL,Other
47716,BL2180,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47727,BL2181,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47738,BL2182,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47750,BL2183,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47762,BL2184,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47773,BL2185,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47785,BL2186,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47797,BL2187,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47808,BL2188,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47819,BL2189,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47830,BL219,ZATZMAN SPORTSPLEX,1980.0,156641.0,Recreation/Culture and Entertainment,RECREATION FACILITY,arena_pool
47831,BL2190,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47842,BL2191,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47854,BL2192,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47865,BL2193,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47877,BL2194,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47888,BL2195,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47899,BL2196,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47910,BL2197,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47927,BL2198,Unknown,2011.0,,Residential,RESIDENTIAL,Other
47937,BL2199,Unknown,2012.0,,Residential,RESIDENTIAL,Other
47951,BL220,FIRE STATION 17 - COLE HARBOUR,1986.0,15885.0,Institutional,FIRE STATION,Other
47952,BL2200,Unknown,2010.0,,Residential,RESIDENTIAL,Other
47963,BL2201,Unknown,2000.0,,Residential,RESIDENTIAL,Other
48238,BL240,HARBOUR VIEW ELEMENTARY SCHOOL,1946.0,77311.0,Institutional,PUBLIC SCHOOL,Other
48389,BL24128,Unknown,2010.0,,Residential,RESIDENTIAL,Other
48536,BL24249,Unknown,2000.0,,Residential,RESIDENTIAL,Other
48590,BL243,HALIFAX CITY HALL ,1797.0,29760.0,Institutional,LEGISLATIVE,Other
48822,BL229,BELL PARK ACADEMIC CENTRE,1979.0,37483.0,Institutional,PUBLIC SCHOOL,Other
48857,BL22923,ST NICHOLAS ANGLICAN CHURCH,2005.0,,Institutional,PLACE OF WORSHIP,Other
48969,BL23,MACKINTOSH STREET PUBLIC WORKS DEPOT,1969.0,26232.0,Transportation and Transmission,PUBLIC WORKS DEPOT,Other
49271,BL235,SPRINGFIELD LAKE RECREATION CENTRE,1970.0,6596.0,Recreation/Culture and Entertainment,RECREATION FACILITY,Other
49383,BL23530,Unknown,2010.0,,Residential,RESIDENTIAL,Other
49497,BL23299,Unknown,2010.0,,Residential,RESIDENTIAL,Other
49596,BL23363,Unknown,2011.0,,Residential,RESIDENTIAL,Other
49645,BL23406,Unknown,2011.0,,Residential,RESIDENTIAL,Other
50009,BL245,GEORGE DIXON COMMUNITY CENTRE ,1970.0,13160.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
50256,BL247,ADVENTURE EARTH CENTRE,1896.0,1590.0,Recreation/Culture and Entertainment,RECREATION FACILITY,Other
50450,BL25856,Unknown,2010.0,,Residential,RESIDENTIAL,Other
50629,BL260,ATLANTIC MEMORIAL – TERENCE BAY ELEMENTARY (TERENCE BAY),1960.0,13260.0,Institutional,PUBLIC SCHOOL,Other
50841,BL252,FIRE STATION 55 - SEABRIGHT,1968.0,6440.0,Institutional,FIRE STATION,Other
51002,BL25,ST. STEPHEN'S ELEMENTARY,1948.0,46678.0,Institutional,PUBLIC SCHOOL,Other
51219,BL25180,Unknown,2011.0,,Residential,RESIDENTIAL,Other
51399,BL25592,Unknown,2010.0,,Residential,RESIDENTIAL,Other
51405,BL25596,Unknown,1902.0,,Residential,RESIDENTIAL,Other
51445,BL2530,Unknown,2011.0,,Residential,RESIDENTIAL,Other
51665,BL257,FIRE STATION 33 - THREE HARBOURS,1962.0,1680.0,Institutional,FIRE STATION,Other
52005,BL268,ALDERNEY ELEMENTARY SCHOOL,1953.0,26770.0,Institutional,PUBLIC SCHOOL,Other
52178,BL26931,Unknown,2010.0,,Residential,RESIDENTIAL,Other
52258,BL270,INGLIS STREET ELEMENTARY SCHOOL,1952.0,42863.0,Institutional,PUBLIC SCHOOL,Other
52623,BL263,FIRE STATION 02 - UNIVERSITY AVE,1890.0,16447.0,Institutional,FIRE STATION,Other
52900,BL265,NORTH WOODSIDE COMMUNITY CENTRE,1929.0,21320.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
52915,BL2752,Unknown,2013.0,,Residential,RESIDENTIAL,Other
53045,BL272,KESHEN GOODMAN LIBRARY,2000.0,24771.0,Institutional,LIBRARY,Other
53172,BL27309,Unknown,2010.0,,Residential,RESIDENTIAL,Other
53532,BL266,SUPREME COURT OF NOVA SCOTIA,1919.0,30360.0,Institutional,COURT HOUSE,Other
53633,BL27657,Unknown,2011.0,,Residential,RESIDENTIAL,Other
53732,BL277,FIRE STATION 26 - OYSTER POND,1979.0,6946.0,Institutional,FIRE STATION,Other
53752,BL267,ST. AGNES JUNIOR HIGH,1974.0,48947.0,Institutional,PUBLIC SCHOOL,Other
53845,BL27749,Unknown,2000.0,,Residential,RESIDENTIAL,Other
54102,BL279,FIRE STATION 08 - BEDFORD,1996.0,20832.0,Institutional,FIRE STATION,Other
54173,BL27957,Unknown,2010.0,,Residential,RESIDENTIAL,Other
54234,BL280,FIRE STATION 50 - HAMMONDS PLAINS,1962.0,8000.0,Institutional,FIRE STATION,Other
54368,BL281,AUBURN DRIVE HIGH SCHOOL,1995.0,129427.0,Institutional,PUBLIC SCHOOL,Other
54495,BL28413,Unknown,2010.0,,Residential,RESIDENTIAL,Other
54913,BL29336,Unknown,2010.0,,Residential,RESIDENTIAL,Other
55010,BL28781,Unknown,2010.0,,Commercial,OFFICE,Other
55081,BL288,LWF COMMUNITY HALL,1965.0,6309.0,Recreation/Culture and Entertainment,SOCIAL CLUB,Other
55413,BL289,GEORGES P. VANIER JUNIOR HIGH,1968.0,58804.0,Institutional,PUBLIC SCHOOL,Other
55604,BL28304,Unknown,1999.0,,Residential,RESIDENTIAL,Other
55784,BL290,HOLLAND ROAD ELEMENTARY SCHOOL,1988.0,33223.0,Institutional,PUBLIC SCHOOL,Other
56225,BL299,DARTMOUTH HIGH SCHOOL,1959.0,125000.0,Institutional,PUBLIC SCHOOL,Other
56385,BL30033,Unknown,2014.0,,Residential,RESIDENTIAL,Other
56714,BL306,SHEET HARBOUR LIONS COMMUNITY CENTRE,1970.0,12419.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
57207,BL309,WILLIAM KING ELEMENTARY SCHOOL,1990.0,34822.0,Institutional,PUBLIC SCHOOL,Other
57645,BL296,CAPTAIN WILLIAM SPRY COMMUNITY CENTRE,1985.0,49124.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
57820,BL303,OXFORD SCHOOL,1938.0,88069.0,Institutional,PUBLIC SCHOOL,Other
58072,BL31786,Unknown,2014.0,,Residential,RESIDENTIAL,Other
58319,BL320,GRAHAM CREIGHTON JUNIOR HIGH SCHOOL,1964.0,70000.0,Institutional,PUBLIC SCHOOL,Other
58566,BL32443,Unknown,2000.0,,Residential,RESIDENTIAL,Other
58869,BL32592,JOHNSON BUILDING,1890.0,,Residential,RESIDENTIAL,Other
58946,BL32657,Unknown,2010.0,,Residential,RESIDENTIAL,Other
59514,BL316,WOODSIDE FERRY TERMINAL,1986.0,12123.0,Transportation and Transmission,FERRY TERMINAL,Other
59638,BL323,EAST ST. MARGARET'S ELEMENTARY,1958.0,17878.0,Institutional,PUBLIC SCHOOL,Other
59705,BL313,FIRE STATION 48 - BEAVER BANK,2004.0,10100.0,Institutional,FIRE STATION,Other
59993,BL324,MOSER RIVER COMMUNITY HALL,2006.0,5917.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
60486,BL341,FIRE STATION 13 - KING ST,1949.0,12420.0,Institutional,FIRE STATION,Other
60789,BL332,DUC D'ANVILLE ELEMENTARY SCHOOL,1964.0,52809.0,Institutional,PUBLIC SCHOOL,Other
60860,BL33260,Unknown,2014.0,,Residential,RESIDENTIAL,Other
60903,BL333,SMOKEY DRIVE ELEMENTARY SCHOOL,1978.0,27125.0,Institutional,PUBLIC SCHOOL,Other
61017,BL334,SACKVILLE HEIGHTS JUNIOR HIGH SCHOOL,1999.0,22203.0,Institutional,PUBLIC SCHOOL,Other
61036,BL328,Unknown,1971.0,3276.0,Recreation/Culture and Entertainment,RECREATION FACILITY,Other
61211,BL32944,Unknown,1998.0,,Residential,RESIDENTIAL,Other
61271,BL32996,Unknown,2010.0,,Residential,RESIDENTIAL,Other
61275,BL33,ST PAULS ANGLICAN CHURCH,1750.0,,Institutional,PLACE OF WORSHIP,Other
61389,BL34161,Unknown,1999.0,,Residential,RESIDENTIAL,Other
61480,BL342,PRYOR HOUSE,1892.0,2263.0,In Transition,VACANT,Other
61587,BL339,(FORMER) MAITLAND STREET METRO PARKADE,1992.0,51393.0,Transportation and Transmission,PARKING STRUCTURE,Other
61936,BL344,PORTLAND HILLS TRANSIT TERMINAL,2006.0,3450.0,Transportation and Transmission,BUS TERMINAL,Other
62068,BL35129,Unknown,1999.0,,Residential,RESIDENTIAL,Other
62741,BL360,FIRE STATION 58 - LAKESIDE,1984.0,9372.0,Institutional,FIRE STATION,Other
63422,BL346,RIDGECLIFF MIDDLE SCHOOL,1999.0,82645.0,Institutional,PUBLIC SCHOOL,Other
63490,BL34940,DUMARESQ HOUSE,1902.0,,Residential,RESIDENTIAL,Other
63549,BL356,FIRE STATION 24 - MUSQUODOBOIT HARBOUR,1964.0,8084.0,Institutional,FIRE STATION,Other
63709,BL35,(FORMER) ST PATRICKS - ALEXANDRA SCHOOL,1971.0,69626.0,In Transition,VACANT,Other
63762,BL347,EASTERN SHORE DISTRICT HIGH SCHOOL,1965.0,68697.0,Institutional,PUBLIC SCHOOL,Other
63975,BL35068,Unknown,1998.0,,Residential,RESIDENTIAL,Other
64152,BL372,FIRE STATION 18 - WESTPHAL,1981.0,5326.0,Institutional,FIRE STATION,Other
64399,BL374,ATLANTIC MEMORIAL - TERENCE BAY ELEMENTARY (ATLANTIC MEMORIAL),1959.0,25400.0,Institutional,PUBLIC SCHOOL,Other
64563,BL362,WOODLAWN HIGH SCHOOL,1959.0,145911.0,Institutional,PUBLIC SCHOOL,Other
64923,BL375,POWER HOUSE,1902.0,2500.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
65049,BL376,FIRE STATION 22 - NORTH PRESTON,1977.0,2479.0,Institutional,FIRE STATION,Other
65165,BL377,BROOKHOUSE ELEMENTARY SCHOOL,1967.0,36051.0,Institutional,PUBLIC SCHOOL,Other
65290,BL368,EAST COAST VARSITY RINK,1974.0,30881.0,Recreation/Culture and Entertainment,RECREATION FACILITY,arena
65479,BL36960,Unknown,2009.0,,Residential,RESIDENTIAL,Other
65522,BL37,LARRY O'CONNELL CENTRE,1980.0,1325.0,Recreation/Culture and Entertainment,RECREATION FACILITY,Other
65957,BL367,ROCKY LAKE JR HIGH SCHOOL,1979.0,116763.0,Institutional,PUBLIC SCHOOL,Other
66026,BL384,(FORMER) ST PATRICKS SCHOOL,1908.0,35158.0,In Transition,VACANT,Other
66281,BL386,MATERIAL RECOVERY FACILITY,1984.0,38700.0,Industrial,RECYCLING FACILITY,Other
66395,BL387,FIRE STATION 14 - WALKER/SECOND,1964.0,4975.0,Institutional,FIRE STATION,Other
66613,BL37911,Unknown,2010.0,,Residential,RESIDENTIAL,Other
66618,BL37916,Unknown,2010.0,,Residential,RESIDENTIAL,Other
66629,BL37925,Unknown,2011.0,,Industrial,FACTORY/PLANT,Other
66635,BL37930,Unknown,2010.0,,Industrial,FACTORY/PLANT,Other
66727,BL38,FACILITIES MAINTENANCE & OPERATIONS,1989.0,27035.0,Transportation and Transmission,PUBLIC WORKS DEPOT,Other
66858,BL391,CHEBUCTO HEIGHTS ELEMENTARY SCHOOL,1974.0,62241.0,Institutional,PUBLIC SCHOOL,Other
66868,BL39106,Unknown,2011.0,,Residential,RESIDENTIAL,Other
66870,BL39108,Unknown,2011.0,,Residential,RESIDENTIAL,Other
66871,BL39109,Unknown,2011.0,,Residential,RESIDENTIAL,Other
66909,BL39141,Unknown,2011.0,,Residential,RESIDENTIAL,Other
67004,BL39219,Unknown,2010.0,,Residential,RESIDENTIAL,Other
67274,BL38109,Unknown,2009.0,,Residential,RESIDENTIAL,Other
67608,BL38711,Unknown,2006.0,,Residential,RESIDENTIAL,Other
67708,BL388,ROCKY LAKE ELEMENTARY,1960.0,49385.0,Institutional,PUBLIC SCHOOL,Other
67859,BL38928,Unknown,2011.0,,Residential,RESIDENTIAL,Other
67919,BL38981,Unknown,2011.0,,Residential,RESIDENTIAL,Other
67920,BL38982,Unknown,2011.0,,Residential,RESIDENTIAL,Other
67922,BL38984,Unknown,2011.0,,Residential,RESIDENTIAL,Other
67923,BL38985,Unknown,2011.0,,Residential,RESIDENTIAL,Other
67925,BL38987,Unknown,2011.0,,Residential,RESIDENTIAL,Other
67955,BL39011,ARMORY VILLA,2010.0,,Residential,RESIDENTIAL,Other
68011,BL40075,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68013,BL40076,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68044,BL401,Unknown,1988.0,,Industrial,TREATMENT PLANT,Other
68051,BL40105,Unknown,2001.0,,Residential,RESIDENTIAL,Other
68063,BL40115,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68064,BL40116,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68065,BL40117,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68119,BL40161,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68120,BL40162,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68121,BL40163,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68122,BL40164,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68227,BL40258,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68228,BL40259,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68230,BL40260,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68231,BL40261,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68275,BL403,FIRE STATION 25 - OSTREA LAKE,1957.0,4198.0,Institutional,FIRE STATION,Other
68397,BL40399,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68708,BL39958,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68709,BL39959,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68711,BL39960,Unknown,2003.0,,Residential,RESIDENTIAL,Other
68751,BL39994,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68799,BL40035,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68867,BL394,EAST DARTMOUTH COMMUNITY CENTRE,2008.0,21000.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
68872,BL40769,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68964,BL40836,Unknown,2011.0,,Residential,RESIDENTIAL,Other
68965,BL40838,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69002,BL40871,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69045,BL409,ALDERNEY LANDING,1998.0,32000.0,Recreation/Culture and Entertainment,THEATRE,Other
69074,BL40922,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69077,BL40924,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69334,BL40470,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69407,BL405,EASTERN PASSAGE EDUCATION CENTRE,1999.0,82645.0,Institutional,PUBLIC SCHOOL,Other
69471,BL395,GORDON R SNOW COMMUNITY CENTRE,2008.0,35910.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
69658,BL406,HALIFAX FORUM,1927.0,78273.0,Recreation/Culture and Entertainment,EVENT CENTRE,Other
69741,BL40632,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69836,BL40674,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69837,BL40675,Unknown,2011.0,,Commercial,MEDICAL OFFICE,Other
69840,BL40676,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69843,BL40677,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69845,BL40678,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69860,BL40684,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69863,BL40685,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69865,BL40686,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69867,BL40687,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69869,BL40688,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69928,BL40713,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69930,BL40714,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69932,BL40715,Unknown,2011.0,,Residential,RESIDENTIAL,Other
69934,BL40716,Unknown,2011.0,,Residential,RESIDENTIAL,Other
70005,BL414,CHOCOLATE LAKE COMMUNITY CENTRE,1948.0,27849.0,Recreation/Culture and Entertainment,RECREATION FACILITY,Other
70113,BL41154,Unknown,2010.0,,Residential,RESIDENTIAL,Other
70161,BL412,HIGHLAND PARK JUNIOR HIGH SCHOOL,1955.0,29005.0,Institutional,PUBLIC SCHOOL,Other
70293,BL413,(FORMER) EASTERN CONSOLIDATED ELEMENTARY SCHOOL,1956.0,11990.0,In Transition,VACANT,Other
70541,BL425,FIRE STATION 19 - LAWRENCETOWN EAST,1993.0,4370.0,Institutional,FIRE STATION,Other
70731,BL42662,Unknown,2010.0,,Residential,RESIDENTIAL,Other
70943,BL415,FIRE STATION 41 - WAVERLEY,1958.0,9772.0,Institutional,FIRE STATION,Other
71072,BL41610,Unknown,2011.0,,Residential,RESIDENTIAL,Other
71259,BL42098,Unknown,2011.0,,Residential,RESIDENTIAL,Other
71668,BL418,NORTH STAR ROWING CLUB,1930.0,2616.0,Recreation/Culture and Entertainment,RECREATION FACILITY,Other
71880,BL41978,Unknown,2000.0,,Residential,RESIDENTIAL,Other
72157,BL44202,Unknown,2011.0,,Residential,RESIDENTIAL,Other
72351,BL44374,Unknown,2011.0,,Residential,RESIDENTIAL,Other
72370,BL4439,Unknown,2011.0,,Residential,RESIDENTIAL,Other
72382,BL4440,Unknown,2011.0,,Residential,RESIDENTIAL,Other
72393,BL4441,Unknown,2011.0,,Residential,RESIDENTIAL,Other
72616,BL429,MOIR'S MILL,1878.0,779.0,In Transition,UNKNOWN,Other
72733,BL430,COLE HARBOUR OUTDOOR POOL & TENNIS COURT COMPLEX,1980.0,1260.0,Recreation/Culture and Entertainment,RECREATION FACILITY,swimming pool
72880,BL431,CENTENNIAL ARENA,1967.0,31945.0,Recreation/Culture and Entertainment,RECREATION FACILITY,arena
73222,BL432,MUSQUODOBOIT VALLEY EDUCATION CENTRE,2001.0,50000.0,Institutional,PUBLIC SCHOOL,Other
73435,BL436,SPRINGVALE ELEMENTARY SCHOOL,1955.0,36425.0,Institutional,PUBLIC SCHOOL,Other
73727,BL44,CATHEDRAL CHURCH OF ALL SAINTS ANGLICAN,1910.0,,Institutional,PLACE OF WORSHIP,Other
74225,BL446,GEORGE BISSETT ELEMENTARY SCHOOL,1981.0,30740.0,Institutional,PUBLIC SCHOOL,Other
74488,BL458,(FORMER) BLOOMFIELD CENTRE - COMMONS BUILDING,1971.0,18960.0,In Transition,VACANT,Other
74537,BL45841,Unknown,2011.0,,Residential,RESIDENTIAL,Other
74604,BL459,TURNER DRIVE DEPOT,1976.0,57048.0,Transportation and Transmission,PUBLIC WORKS DEPOT,Other
74720,BL46,ATLANTIC VIEW ELEMENTARY SCHOOL,1960.0,20368.0,Institutional,PUBLIC SCHOOL,Other
74982,BL448,ALDERNEY GATE,1988.0,65000.0,Commercial,OFFICE,Other
75106,BL449,SPENCER HOUSE,1982.0,7153.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
75123,BL44911,Unknown,2010.0,,Residential,RESIDENTIAL,Other
75217,BL44989,Unknown,2010.0,,Residential,RESIDENTIAL,Other
75229,BL45,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL,1976.0,43752.0,Institutional,PUBLIC SCHOOL,Other
75230,BL450,FIRE STATION 38 - MIDDLE MUSQUODOBOIT,1963.0,7459.0,Institutional,FIRE STATION,Other
75506,BL45550,Unknown,2011.0,,Residential,RESIDENTIAL,Other
75619,BL456,NELSON WHYNDER ELEMENTARY SCHOOL,1993.0,29940.0,Institutional,PUBLIC SCHOOL,Other
75753,BL45655,Unknown,2011.0,,Residential,RESIDENTIAL,Other
75774,BL45664,Unknown,2011.0,,Residential,RESIDENTIAL,Other
75858,BL457,(FORMER) BLOOMFIELD CENTRE - MAIN BUILDING,1971.0,48120.0,In Transition,VACANT,Other
76007,BL46773,SACKVILLE MANOR,2011.0,,Residential,SENIORS RESIDENTIAL COMPLEX,Other
76037,BL468,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL,1969.0,58106.0,Institutional,PUBLIC SCHOOL,Other
76284,BL46999,Unknown,2009.0,,Commercial,GAS STATION,Other
76485,BL47454,Unknown,2011.0,,Residential,RESIDENTIAL,Other
76653,BL476,JOHN W. MACLEOD - FLEMING TOWER ELEM. (JOHN W. MACLEOD),1947.0,33922.0,Institutional,PUBLIC SCHOOL,Other
76768,BL477,BEDFORD AND FORSYTH EDUCATION CENTRES (DARTMOUTH CAMPUS) ,1963.0,,Institutional,POST SECONDARY,Other
76876,BL47108,Unknown,2005.0,,Residential,RESIDENTIAL,Other
76979,BL472,HORIZON ELEMENTARY SCHOOL,1991.0,51064.0,Institutional,PUBLIC SCHOOL,Other
77209,BL47381,Unknown,2011.0,,Residential,RESIDENTIAL,Other
77230,BL474,EASTERN SHORE COMMUNITY CENTRE,1973.0,37402.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
77597,BL466,ERIC SPICER MUNICIPAL BUILDING,1965.0,89841.0,Commercial,OFFICE,Other
78124,BL49217,Unknown,2011.0,,Residential,RESIDENTIAL,Other
78179,BL49264,Unknown,2010.0,,Residential,RESIDENTIAL,Other
78220,BL493,GORSEBROOK JUNIOR HIGH SCHOOL,1950.0,47168.0,Institutional,PUBLIC SCHOOL,Other
78408,BL4946,Unknown,2011.0,,Residential,RESIDENTIAL,Other
78437,BL488,FIRE STATION 07 - KNIGHTSRIDGE DR,1982.0,13250.0,Institutional,FIRE STATION,Other
78558,BL489,HERRING COVE JUNIOR HIGH SCHOOL,1973.0,44700.0,Institutional,PUBLIC SCHOOL,Other
78725,BL4904,Unknown,2011.0,,Residential,RESIDENTIAL,Other
78881,BL478,Unknown,2004.0,,Transportation and Transmission,UTILITY FACILITY,Other
79052,BL4795,HENRY HOUSE,1834.0,,Commercial,BAR/RESTAURANT,Other
79220,BL48092,Unknown,2011.0,,Residential,RESIDENTIAL,Other
79234,BL48466,Unknown,2011.0,,Residential,RESIDENTIAL,Other
79272,BL48488,Unknown,2010.0,,Residential,RESIDENTIAL,Other
79598,BL48758,Unknown,2011.0,,Residential,RESIDENTIAL,Other
79601,BL48760,Unknown,2011.0,,Residential,RESIDENTIAL,Other
79707,BL482,FIRE STATION 54 - SHAD BAY,1991.0,2562.0,Institutional,FIRE STATION,Other
79934,BL484,ROBERT KEMP TURNER ELEMENTARY SCHOOL,1977.0,27148.0,Institutional,PUBLIC SCHOOL,Other
80088,BL50845,Unknown,2010.0,,Commercial,BAR/RESTAURANT,Other
80220,BL50959,Unknown,2011.0,,Residential,RESIDENTIAL,Other
80246,BL50982,Unknown,2011.0,,Residential,RESIDENTIAL,Other
80300,BL51027,Unknown,2011.0,,Residential,RESIDENTIAL,Other
80385,BL511,TANTALLON SR ELEMENTARY SCHOOL,1980.0,29224.0,Institutional,PUBLIC SCHOOL,Other
80726,BL507,Unknown,2008.0,,Industrial,TREATMENT PLANT,Other
80993,BL49926,Unknown,2011.0,,Residential,RESIDENTIAL,Other
81076,BL50,CALDWELL ROAD ELEMENTARY SCHOOL,1964.0,31186.0,Institutional,PUBLIC SCHOOL,Other
81077,BL500,FIRE STATION 56 - BLACK POINT,1988.0,11560.0,Institutional,FIRE STATION,Other
81090,BL50005,Unknown,2012.0,,Residential,RESIDENTIAL,Other
81204,BL501,DR GERALD J LEBRUN MEMORIAL CENTRE,1972.0,42647.0,Recreation/Culture and Entertainment,RECREATION FACILITY,arena
81526,BL496,CENTRAL SPRYFIELD ELEMENTARY SCHOOL,1947.0,37979.0,Institutional,PUBLIC SCHOOL,Other
81615,BL503,STE THERESE COMMUNITY CENTRE,1950.0,4258.0,Recreation/Culture and Entertainment,COMMUNITY CENTRE,Other
81866,BL5040,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82176,BL52255,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82179,BL52259,Unknown,2011.0,,Commercial,BAR/RESTAURANT,Other
82181,BL52260,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82185,BL52264,Unknown,2009.0,,Residential,RESIDENTIAL,Other
82186,BL52265,Unknown,2009.0,,Residential,RESIDENTIAL,Other
82187,BL52266,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82211,BL52273,Unknown,2010.0,,Residential,RESIDENTIAL,Other
82216,BL52279,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82219,BL52281,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82220,BL52282,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82221,BL52283,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82223,BL52285,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82224,BL52286,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82230,BL52291,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82232,BL52293,Unknown,2011.0,,Commercial,BAR/RESTAURANT,Other
82233,BL52294,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82234,BL52295,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82235,BL52296,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82237,BL52298,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82243,BL52302,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82244,BL52303,Unknown,2011.0,,Residential,RESIDENTIAL,Other
82245,BL52304,Unknown,2011.0,,Residential,RESIDENTIAL,Other
